17	17
135	240
2160	3840
0	0	42.2509	5.76893
240	0	284.983	6.3816
480	0	520.24	9.59313
720	0	752.094	14.7353
960	0	978.826	18.3517
1200	0	1200.61	21.7401
1440	0	1415.89	23.9219
1680	0	1629.32	25.0294
1920	0	1839	24.6225
2160	0	2046.38	18.6401
2400	0	2252.75	13.898
2640	0	2457.48	12.1708
2880	0	2658.07	14.1902
3120	0	2853.94	11.9095
3360	0	3051.23	5.21591
3600	0	3254.19	-2.90981
3839	0	3461.4	-10.4169
0	135	41.8475	142.985
240	135	284.773	142.328
480	135	519.315	143.321
720	135	750.623	144.367
960	135	977.578	144.935
1200	135	1199.93	145.667
1440	135	1415.48	145.818
1680	135	1629.62	145.342
1920	135	1840.5	143.542
2160	135	2048.87	136.032
2400	135	2254.58	130.049
2640	135	2458.17	126.462
2880	135	2659.04	126.86
3120	135	2856.48	123.603
3360	135	3054.88	118.566
3600	135	3258.76	113.007
3839	135	3466.6	106.707
0	270	41.4948	284.433
240	270	284.783	282.897
480	270	520.173	282.003
720	270	751.001	280.026
960	270	978.201	277.499
1200	270	1200.34	275.413
1440	270	1416.12	273.208
1680	270	1630.89	269.795
1920	270	1840.95	266.831
2160	270	2049.22	258.891
2400	270	2255.61	251.822
2640	270	2460.38	247.111
2880	270	2661.5	243.788
3120	270	2860.18	238.768
3360	270	3059.57	234.661
3600	270	3263.78	230.498
3839	270	3473.25	225.999
0	405	44.2277	426.454
240	405	286.371	423.024
480	405	521.777	420.641
720	405	752.099	417.665
960	405	979.418	413.929
1200	405	1200.97	410.237
1440	405	1416.83	406.6
1680	405	1631.88	401.089
1920	405	1840.78	394.681
2160	405	2048.62	387.729
2400	405	2255.56	380.923
2640	405	2460.91	375.963
2880	405	2661.01	370.612
3120	405	2860.38	364.879
3360	405	3063.66	359.4
3600	405	3267.92	354.837
3839	405	3476.85	351.035
0	540	47.1632	566.548
240	540	288.887	562.345
480	540	524.399	558.569
720	540	754.335	554.305
960	540	980.53	549.353
1200	540	1201.27	544.308
1440	540	1416.82	539.056
1680	540	1631.64	533.459
1920	540	1841.31	526.468
2160	540	2048.77	520.021
2400	540	2254.91	512.678
2640	540	2459.81	506.167
2880	540	2659.2	500.965
3120	540	2858.47	495.412
3360	540	3062.82	488.911
3600	540	3267.72	482.451
3839	540	3478.66	478.226
0	675	49.4719	706.377
240	675	291.564	701.395
480	675	527.728	696.655
720	675	757.183	691.021
960	675	982.152	684.618
1200	675	1202.3	678.374
1440	675	1417.53	671.831
1680	675	1631.77	665.437
1920	675	1841.94	658.518
2160	675	2048.77	651.114
2400	675	2254.29	643.427
2640	675	2459.13	636.11
2880	675	2659.51	630.36
3120	675	2858.35	624.268
3360	675	3062.61	616.899
3600	675	3267.27	608.861
3839	675	3478.64	604.75
0	810	51.8659	846.425
240	810	294.532	840.665
480	810	530.29	834.045
720	810	759.335	827.159
960	810	984.001	819.58
1200	810	1203.92	812.301
1440	810	1419.21	804.834
1680	810	1632.65	797.544
1920	810	1842.24	789.895
2160	810	2048.92	781.902
2400	810	2253.92	773.748
2640	810	2458.24	766.037
2880	810	2659.13	759.542
3120	810	2857.66	752.41
3360	810	3062.17	743.401
3600	810	3267.5	733.841
3839	810	3476.51	728.841
0	945	53.6996	985.897
240	945	296.165	978.858
480	945	531.598	970.762
720	945	760.691	962.7
960	945	985.718	954.229
1200	945	1205.53	945.759
1440	945	1421.15	937.464
1680	945	1633.74	929.232
1920	945	1842.79	920.57
2160	945	2049.66	911.952
2400	945	2253.99	903.469
2640	945	2456.85	895.519
2880	945	2658.24	888.343
3120	945	2857.14	879.669
3360	945	3061.6	868.851
3600	945	3267.86	858.311
3839	945	3476.18	852.36
0	1080	56.981	1125.38
240	1080	298.09	1116.96
480	1080	532.344	1107.38
720	1080	761.647	1098.03
960	1080	986.986	1088.53
1200	1080	1206.84	1078.89
1440	1080	1422.61	1069.58
1680	1080	1634.62	1060.32
1920	1080	1843.16	1050.89
2160	1080	2049.9	1041.61
2400	1080	2254	1032.75
2640	1080	2456.1	1024.04
2880	1080	2658.3	1015.72
3120	1080	2857.85	1005.24
3360	1080	3061.53	993.611
3600	1080	3267.74	981.97
3839	1080	3475.92	975.483
0	1215	59.3115	1263.96
240	1215	299.196	1254.67
480	1215	532.375	1243.1
720	1215	762.07	1232.9
960	1215	987.891	1222.43
1200	1215	1207.56	1211.71
1440	1215	1423.37	1201.55
1680	1215	1634.94	1191.26
1920	1215	1843.43	1181.14
2160	1215	2050.75	1171
2400	1215	2254.88	1161.25
2640	1215	2456.17	1151.53
2880	1215	2659.54	1141.91
3120	1215	2859.61	1130.48
3360	1215	3061.86	1118.36
3600	1215	3267.08	1105.29
3839	1215	3476.96	1098.29
0	1350	59.9289	1402.16
240	1350	299.827	1393.45
480	1350	532.419	1379.79
720	1350	762.834	1368.11
960	1350	988.487	1356.29
1200	1350	1208.23	1344.41
1440	1350	1423.75	1333.1
1680	1350	1635.3	1321.97
1920	1350	1843.81	1311.13
2160	1350	2051.48	1300.04
2400	1350	2255.85	1289.32
2640	1350	2457.36	1278.41
2880	1350	2661.01	1267.5
3120	1350	2860.86	1255.66
3360	1350	3062.39	1243.07
3600	1350	3267.9	1229.59
3839	1350	3478.87	1222.32
0	1485	60.7475	1541.31
240	1485	300.945	1532.33
480	1485	533.118	1516.63
720	1485	764.065	1503.43
960	1485	988.369	1490.92
1200	1485	1208.01	1477.45
1440	1485	1423.86	1464.52
1680	1485	1635.67	1452.46
1920	1485	1843.98	1440.72
2160	1485	2052.12	1428.29
2400	1485	2256.88	1416.48
2640	1485	2458.89	1404.76
2880	1485	2662.39	1393.06
3120	1485	2861.55	1380.87
3360	1485	3063.75	1367.88
3600	1485	3269.63	1354.68
3839	1485	3481.76	1347.33
0	1620	61.4104	1680.52
240	1620	301.563	1670.27
480	1620	534.144	1653.08
720	1620	765.062	1638.45
960	1620	988.114	1624.84
1200	1620	1208.31	1610.35
1440	1620	1424.29	1596.15
1680	1620	1636	1583.1
1920	1620	1843.97	1569.91
2160	1620	2053.23	1556.34
2400	1620	2258.15	1543.26
2640	1620	2460.36	1530.24
2880	1620	2663.81	1517.94
3120	1620	2863.38	1505.86
3360	1620	3065.87	1492.85
3600	1620	3270.6	1479.48
3839	1620	3483.02	1472.48
0	1755	59.9022	1820.98
240	1755	300.782	1808.65
480	1755	535.612	1790.37
720	1755	765.691	1773.76
960	1755	988.126	1757.53
1200	1755	1209.78	1741.98
1440	1755	1425.97	1726.53
1680	1755	1637.64	1712.33
1920	1755	1845.47	1697.93
2160	1755	2054.94	1683.69
2400	1755	2260.28	1669.44
2640	1755	2462.34	1655.31
2880	1755	2664.59	1643.09
3120	1755	2865.52	1630.85
3360	1755	3067.54	1617.28
3600	1755	3270.15	1603.76
3839	1755	3482.41	1598.03
0	1890	62.0172	1961.33
240	1890	301.782	1946.77
480	1890	535.524	1927.84
720	1890	763.533	1909.39
960	1890	986.537	1891.42
1200	1890	1209.37	1874.54
1440	1890	1425.83	1857.63
1680	1890	1639.12	1841.07
1920	1890	1847.51	1826.21
2160	1890	2056.39	1810.97
2400	1890	2262.32	1795.36
2640	1890	2464.06	1781.04
2880	1890	2665.8	1767.94
3120	1890	2867.12	1754.78
3360	1890	3068.75	1740.52
3600	1890	3269.08	1728.86
3839	1890	3478.72	1724.2
0	2025	70.5465	2097.34
240	2025	308.335	2081.42
480	2025	538.12	2062.51
720	2025	765.567	2042.9
960	2025	988.696	2023.66
1200	2025	1211.01	2005.79
1440	2025	1426.05	1988.57
1680	2025	1639.04	1972.69
1920	2025	1849.46	1955.07
2160	2025	2059.1	1935.97
2400	2025	2264.96	1919.15
2640	2025	2466.47	1905.87
2880	2025	2669.63	1890.2
3120	2025	2871.27	1874.89
3360	2025	3071.26	1861.39
3600	2025	3268.65	1851.27
3839	2025	3473.89	1846.48
0	2159	80.583	2230.07
240	2159	318.125	2212.02
480	2159	548.456	2190.99
720	2159	775.693	2169.65
960	2159	998.354	2148.79
1200	2159	1218.83	2129.83
1440	2159	1433.84	2110.83
1680	2159	1646.65	2094.75
1920	2159	1859.01	2074.61
2160	2159	2068.87	2052.45
2400	2159	2272.26	2034.39
2640	2159	2472.96	2021.52
2880	2159	2676.68	2005.64
3120	2159	2877.63	1989.52
3360	2159	3076	1976.07
3600	2159	3272.73	1965.45
3839	2159	3474.57	1960.94
