17	17
135	240
2160	3840
0	0	-24.7898	-39.892
240	0	222.776	-38.6453
480	0	470.016	-31.1111
720	0	713.895	-24.7457
960	0	954.939	-18.7205
1200	0	1196.61	-14.1826
1440	0	1437.45	-11.4787
1680	0	1680.94	-10.6361
1920	0	1926.33	-9.12397
2160	0	2172.61	-7.93997
2400	0	2420.59	-8.84236
2640	0	2671.52	-10.5946
2880	0	2927.17	-14.55
3120	0	3188.29	-18.4641
3360	0	3451.95	-20.6848
3600	0	3712.77	-19.8195
3839	0	3974.21	-18.1952
0	135	-24.7066	98.8692
240	135	221.252	99.5333
480	135	467.3	106.923
720	135	711.272	112.127
960	135	952.33	117.432
1200	135	1194.67	121.884
1440	135	1436.32	125.405
1680	135	1679.99	127.294
1920	135	1925.4	129.895
2160	135	2172.3	131.88
2400	135	2420.92	132.202
2640	135	2672.15	132.344
2880	135	2927.93	130.71
3120	135	3188.61	128.59
3360	135	3452.11	126.333
3600	135	3712.13	127.295
3839	135	3973.55	129.496
0	270	-22.2855	238.627
240	270	223.274	239.048
480	270	467.759	246.4
720	270	711.311	251.906
960	270	952.275	257.066
1200	270	1194.4	261.682
1440	270	1436.77	266.402
1680	270	1679.52	268.918
1920	270	1925	272.044
2160	270	2172.04	274.653
2400	270	2420.39	276.584
2640	270	2671.24	277.612
2880	270	2926.75	277.383
3120	270	3186.79	276.911
3360	270	3451.15	275.01
3600	270	3711.73	275.632
3839	270	3973.35	277.872
0	405	-19.2869	381.979
240	405	227.467	382.451
480	405	470.996	388.459
720	405	714.185	394.27
960	405	955.383	399.809
1200	405	1197.1	404.789
1440	405	1438.59	409.352
1680	405	1680.51	412.386
1920	405	1925.94	415.611
2160	405	2172.54	418.519
2400	405	2419.85	421.052
2640	405	2670.1	423.082
2880	405	2925	423.863
3120	405	3184.22	424.981
3360	405	3448.52	424.517
3600	405	3710.98	424.764
3839	405	3972.83	427.213
0	540	-14.5951	524.935
240	540	232.791	524.184
480	540	474.916	530.025
720	540	716.622	536.108
960	540	957.963	540.921
1200	540	1198.61	545.7
1440	540	1439.39	550.359
1680	540	1681.88	554.518
1920	540	1926.52	558.312
2160	540	2172.2	561.272
2400	540	2419.42	564.553
2640	540	2669.04	567.965
2880	540	2923.21	570.021
3120	540	3181.76	571.752
3360	540	3445.46	572.733
3600	540	3709.37	574.208
3839	540	3971.3	577.24
0	675	-10.2678	666.094
240	675	236.804	664.646
480	675	478.623	669.955
720	675	719.206	676.27
960	675	959.872	681.217
1200	675	1200.34	686.451
1440	675	1440.87	691.276
1680	675	1683.11	695.883
1920	675	1926.84	700.021
2160	675	2171.7	703.72
2400	675	2418.95	707.962
2640	675	2668.3	712.21
2880	675	2921.67	715.554
3120	675	3179.87	718.413
3360	675	3442.99	720.938
3600	675	3707.36	722.805
3839	675	3968.62	726.557
0	810	-6.54435	806.655
240	810	239.481	804.539
480	810	481.454	809.431
720	810	721.49	816.579
960	810	961.697	821.515
1200	810	1201.82	826.995
1440	810	1442.3	832.407
1680	810	1683.79	837.239
1920	810	1927.22	841.705
2160	810	2171.73	846.232
2400	810	2418.94	851.099
2640	810	2668.05	855.8
2880	810	2920.65	859.846
3120	810	3178.26	864.032
3360	810	3440.45	868.188
3600	810	3704.38	871.254
3839	810	3965.21	874.896
0	945	-1.9191	945.929
240	945	242.85	944.38
480	945	484.816	949.33
720	945	723.83	956.282
960	945	963.502	961.113
1200	945	1202.91	966.749
1440	945	1443.26	972.57
1680	945	1684.4	978.047
1920	945	1927.68	983.331
2160	945	2171.85	988.644
2400	945	2418.67	994.043
2640	945	2667.24	999.191
2880	945	2919.15	1003.89
3120	945	3176.57	1008.99
3360	945	3438.22	1014.26
3600	945	3701.81	1018.21
3839	945	3961.94	1021.72
0	1080	2.26078	1084.03
240	1080	246.281	1082.79
480	1080	487.783	1087.81
720	1080	725.504	1094.95
960	1080	964.886	1099.95
1200	1080	1203.93	1105.98
1440	1080	1443.99	1112.03
1680	1080	1685.15	1118.12
1920	1080	1927.97	1124.22
2160	1080	2171.82	1130.4
2400	1080	2417.91	1136.44
2640	1080	2666.02	1142.02
2880	1080	2917.66	1147.79
3120	1080	3175.03	1153.85
3360	1080	3436.59	1160.12
3600	1080	3700.14	1164.61
3839	1080	3959.55	1167.76
0	1215	5.36083	1221.29
240	1215	248.745	1220.64
480	1215	489.185	1226.84
720	1215	726.726	1233.48
960	1215	965.869	1238.91
1200	1215	1204.63	1245.18
1440	1215	1444.31	1251.5
1680	1215	1685.44	1258.06
1920	1215	1927.9	1264.76
2160	1215	2171.43	1271.57
2400	1215	2417.18	1278.17
2640	1215	2665.15	1284.44
2880	1215	2916.46	1291.28
3120	1215	3173.62	1298.55
3360	1215	3435.14	1305.93
3600	1215	3698.49	1310.6
3839	1215	3957.84	1313.68
0	1350	7.4823	1358.09
240	1350	250.209	1358.51
480	1350	490.327	1365.28
720	1350	727.88	1371.79
960	1350	966.688	1377.87
1200	1350	1205.25	1384.53
1440	1350	1444.5	1391.08
1680	1350	1685.61	1397.97
1920	1350	1927.75	1404.99
2160	1350	2170.98	1412.26
2400	1350	2416.63	1419.35
2640	1350	2664.39	1426.84
2880	1350	2915.64	1434.83
3120	1350	3172.68	1443.17
3360	1350	3434.02	1451.58
3600	1350	3696.92	1456.96
3839	1350	3956.39	1460.03
0	1485	8.32153	1496.13
240	1485	250.481	1498.18
480	1485	490.576	1503.9
720	1485	728.417	1510.43
960	1485	967.218	1517.08
1200	1485	1205.47	1523.86
